Word,Ocurrences
sanear,4
quedaremos,4
cotillas,4
aguantarme,4
solitas,4
teorema,4
sospechaban,4
cabrear,4
escolta,4
aprobó,4
curarse,4
amenazaron,4
enganchando,4
regresas,4
enérgica,4
denúnciame,4
estriptis,4
descuidado,4
abu,4
repetirte,4
alcanzo,4
arrastra,4
rostro,4
pelito,4
despertaste,4
incrédula,4
culebrón,4
llavero,4
labia,4
representación,4
caga,4
yago,4
relacionarte,4
burbuja,4
barrera,4
actitudes,4
denarios,4
aro,4
cagó,4
resulte,4
ataúdes,4
regalaban,4
pingüino,4
fabricación,4
nata,4
cinismo,4
deberéis,4
sacara,4
noviembre,4
sonrías,4
vikinga,4
ofertas,4
arregláis,4
pretendéis,4
descartado,4
acogerme,4
bal,4
buenazo,4
destinar,4
yaya,4
quedéis,4
críticas,4
rencoroso,4
recapacita,4
ordenada,4
musiquita,4
protagonistas,4
chingadera,4
aparatos,4
resultó,4
muéstrate,4
hámster,4
atrasados,4
bob,4
obedecí,4
preferí,4
atrincherados,4
trincado,4
mirándote,4
heterosexuales,4
culebra,4
luchadora,4
morning,4
devolvedme,4
plantear,4
blancanieves,4
regimiento,4
comportarme,4
devolvérselo,4
acostumbrarse,4
curará,4
hocico,4
aturdido,4
despejarme,4
dormirás,4
churrasco,4
mirándola,4
vivieron,4
radiactividad,4
defraudas,4
escabechina,4
delatarme,4
can,4
golf,4
caricias,4
validez,4
aficionado,4
cia,4
complicadas,4
valdría,4
agradecerles,4
invítale,4
estallando,4
liberando,4
triunfar,4
honesta,4
rory,4
com,4
tailandés,4
significar,4
subirlo,4
subirle,4
cogedlo,4
pisa,4
tuvieses,4
convicciones,4
cócteles,4
digestión,4
recuperó,4
asertividad,4
retiene,4
quitaría,4
compréndelo,4
picos,4
favoritismo,4
repleto,4
comenzado,4
esposada,4
intentemos,4
dad,4
enriquecido,4
mellizos,4
subirse,4
escondeos,4
sobro,4
muerden,4
segurata,4
desnudarte,4
solidario,4
publicas,4
grabas,4
teledirigido,4
clamidea,4
relaje,4
recordaros,4
tampax,4
rollitos,4
externo,4
seducir,4
suspendemos,4
cargamos,4
temporadita,4
siguiéndonos,4
awful,4
esquimal,4
cobraron,4
eje,4
poniéndose,4
turba,4
confunda,4
tumbarme,4
contemos,4
amenazándome,4
poniéndome,4
trayectoria,4
adversidad,4
mítica,4
salisteis,4
ideales,4
forro,4
aspiro,4
ponedme,4
cuerno,4
hormund,4
contándoselo,4
negó,4
pegarnos,4
est,4
perfeccionada,4
dominicana,4
cene,4
hijastro,4
espejismo,4
cera,4
desangrándose,4
gírate,4
incluyas,4
insoportables,4
black,4
esfuerzos,4
reconciliado,4
incompleto,4
gomas,4
batida,4
umbral,4
fax,4
arabia,4
bancarios,4
humillando,4
forzó,4
braguitas,4
mixto,4
llenarán,4
gustazo,4
friqui,4
chulas,4
arterias,4
arterial,4
sígame,4
transitoria,4
recaudo,4
tanques,4
inmenso,4
centígrados,4
portáis,4
apoyarse,4
retenida,4
rodillo,4
sumidero,4
plus,4
alejo,4
carguero,4
dactilar,4
quijote,4
verdaderamente,4
folles,4
prestada,4
mirarlas,4
cobardía,4
calculo,4
colocad,4
pillaremos,4
pantera,4
pasaran,4
curiosa,4
lauren,4
pídeles,4
gel,4
confiaban,4
power,4
tontito,4
cocinando,4
pataleta,4
devuelvan,4
autora,4
doliendo,4
fotolog,4
tramas,4
recordarán,4
admitido,4
aclararlo,4
entrasteis,4
derrumbo,4
aceptes,4
papeleras,4
huecos,4
aceptan,4
usaras,4
chivaste,4
horizonte,4
apuntador,4
incompatible,4
soltad,4
quirúrgica,4
guajira,4
jugármela,4
votarme,4
hablás,4
acojo,4
aprendáis,4
indefenso,4
hip,4
caemos,4
generando,4
espabilada,4
tomara,4
radioactivo,4
esforzarme,4
contraproducente,4
fijamente,4
gorilas,4
sintieras,4
citar,4
ñam,4
krueger,4
radiales,4
expertos,4
detergente,4
prado,4
periodo,4
ilumíname,4
celebre,4
recuperada,4
irregulares,4
rucu,4
cobran,4
recomendable,4
fotógrafos,4
mensuales,4
valió,4
adivinanza,4
debas,4
comentes,4
rule,4
indígena,4
irregularidades,4
manejaba,4
refleja,4
inicie,4
podrida,4
arriesga,4
confiscado,4
nido,4
inteligentes,4
agradecimiento,4
gastamos,4
establecido,4
sicilia,4
carros,4
yogurín,4
municipal,4
malditos,4
textualmente,4
abrazado,4
acompañaras,4
sonámbula,4
cargadito,4
malísimo,4
estatus,4
pararle,4
cito,4
látigo,4
desapareciera,4
fidel,4
malmeter,4
asociados,4
llenarlo,4
citó,4
batman,4
santísima,4
descubrieron,4
cómodas,4
codorniz,4
rescatemos,4
infraestructuras,4
productos,4
palito,4
paterno,4
apuntándole,4
jet,4
respete,4
trastornada,4
finalista,4
prospecto,4
públicamente,4
cortito,4
peligros,4
sacándome,4
ímpetu,4
extintor,4
humillarlo,4
bloqueé,4
disponen,4
venenoso,4
ricardito,4
proponga,4
estropee,4
difundir,4
revólver,4
unánime,4
lucho,4
western,4
sácalos,4
sobrepeso,4
bailes,4
calzonazos,4
consenso,4
pedirías,4
informo,4
vicuña,4
muñecos,4
informa,4
indicado,4
dinerito,4
ken,4
auténticos,4
logros,4
presionado,4
amorcito,4
electrolatina,4
transparentes,4
república,4
esperarla,4
bucear,4
leas,4
votaste,4
sentemos,4
encontraréis,4
divertiros,4
boicoteando,4
recortada,4
despachos,4
hectáreas,4
dudabas,4
practicado,4
retirada,4
furioso,4
entenderías,4
departamento,4
follarte,4
aseguran,4
métemela,4
déjenos,4
copperfield,4
conocerse,4
cuelen,4
listón,4
estresada,4
lograr,4
quemamos,4
lema,4
menús,4
cochecito,4
ansias,4
espectáculos,4
contratarla,4
equivocación,4
obligarles,4
depredadores,4
mugido,4
apañar,4
dichosas,4
bruscos,4
delegar,4
aprovechas,4
cónyuges,4
sácale,4
copitas,4
concentrada,4
dásela,4
renoir,4
tráela,4
flauta,4
gastan,4
comeré,4
erre,4
avergonzada,4
concentraos,4
cometí,4
mafia,4
dirigen,4
diriges,4
temperamento,4
radios,4
estudie,4
quietecito,4
clon,4
cuaresma,4
terminarás,4
bajarle,4
asegurada,4
medieval,4
explicamos,4
colgadas,4
jurar,4
lamentamos,4
tesoros,4
escoltarán,4
estricto,4
enrolle,4
buenorra,4
ajena,4
políticas,4
amenacé,4
min,4
mix,4
importamos,4
lateral,4
fumaba,4
pececito,4
moi,4
defraudarte,4
mandril,4
enteremos,4
mue,4
banderilla,4
picoteando,4
estimada,4
cogiera,4
cederles,4
largando,4
escribas,4
consiguiendo,4
pinte,4
sonia,4
dirijas,4
tardarás,4
acertar,4
jajá,4
titanic,4
cogieran,4
locales,4
tensando,4
crujen,4
superioridad,4
firmaras,4
atraer,4
botellita,4
amoroso,4
admítelo,4
invitara,4
hermanastro,4
extinción,4
traviesa,4
travieso,4
escalofríos,4
aspirar,4
colarse,4
océano,4
paraísos,4
mereció,4
párpados,4
colarme,4
sentados,4
soltaremos,4
precipitado,4
modelos,4
contestan,4
tomaré,4
marquitos,4
alejando,4
disponemos,4
whoa,4
exposiciones,4
prohibidos,4
sepárense,4
destensar,4
burdel,4
puntilla,4
clark,4
siglas,4
facultades,4
levantaré,4
tratará,4
contestarme,4
prohibidas,4
potros,4
carraspeo,4
yoga,4
amnistía,4
actuó,4
envenenada,4
acorazadas,4
osa,4
abridme,4
discúlpate,4
creeréis,4
empezara,4
colector,4
lesionado,4
prefiera,4
cambiemos,4
will,4
guiada,4
clavó,4
wild,4
veredicto,4
mártir,4
mochilero,4
cambiados,4
respondan,4
respondas,4
noya,4
pda,4
liberarme,4
permitirnos,4
liberarla,4
comprensivo,4
caminito,4
pasarla,4
rajatabla,4
montonazo,4
habituales,4
rejilla,4
recuperas,4
majas,4
retiras,4
minusválidos,4
posteridad,4
italianos,4
joden,4
despiertan,4
afán,4
escribieron,4
colchones,4
disteis,4
cerrajero,4
burlar,4
mantengas,4
curvas,4
envenenar,4
majos,4
ganaríamos,4
contagie,4
gluten,4
mariquitas,4
piñata,4
montarme,4
prostitutas,4
delicias,4
ricky,4
revolver,4
reparta,4
queridas,4
montarte,4
descubrirlo,4
nominar,4
sacasteis,4
andate,4
bajos,4
desamor,4
mosquito,4
indiana,4
món,4
respondes,4
protector,4
eróticos,4
chiquillada,4
entenderá,4
nacen,4
naces,4
aprueba,4
conseguirla,4
encubrimiento,4
telecomunicaciones,4
húmedo,4
camacho,4
ponían,4
técnicos,4
tiesto,4
verías,4
inventa,4
meterles,4
incondicional,4
rifle,4
empapada,4
encaje,4
crac,4
indicar,4
aprendizaje,4
pises,4
cedido,4
costilla,4
trasto,4
sífilis,4
confundir,4
desconsolada,4
comercios,4
programita,4
colando,4
interpresas,4
discos,4
abriremos,4
descerebrada,4
chinitas,4
divorciados,4
cansarme,4
lánzate,4
incumplido,4
ibuprofeno,4
atreví,4
atrezo,4
implicación,4
ingresando,4
soria,4
ascenso,4
alteración,4
cesta,4
milésima,4
documentalista,4
filas,4
caerían,4
acertaste,4
pasasteis,4
pique,4
caligrafía,4
freud,4
pierdan,4
faltes,4
inseguridad,4
acusas,4
atletismo,4
sagradas,4
blanqueo,4
desbordado,4
interconexión,4
velázquez,4
cumplirá,4
comparta,4
multimillonario,4
fillo,4
terminator,4
quevedo,4
forrar,4
lárguese,4
dependía,4
independencia,4
champú,4
recojas,4
rutinario,4
derrumbarse,4
rendida,4
comprenda,4
cabezona,4
albornoz,4
entrenado,4
primito,4
inspectores,4
willis,4
delgadita,4
estudiaba,4
laurita,4
perdedores,4
analizarlo,4
two,4
llovido,4
enviados,4
operarla,4
anunciar,4
reclama,4
prohibida,4
concentrarme,4
operaron,4
cuchi,4
sáquenme,4
delantal,4
blindada,4
comprendió,4
reúnen,4
moriréis,4
informados,4
consejera,4
exhumación,4
cuba,4
excepciones,4
asustarte,4
calmas,4
juntarse,4
negociable,4
adoran,4
uni,4
dígamelo,4
incomodarte,4
caséis,4
touché,4
cupo,4
adjudicado,4
dimisiones,4
cartuchos,4
safari,4
suspendo,4
lomo,4
cumpliría,4
sacarán,4
requisar,4
tomad,4
partiendo,4
proposición,4
ironía,4
sebastián,4
frustrada,4
callos,4
delate,4
enfilado,4
terminara,4
jijí,4
juzga,4
juzgo,4
movemos,4
iríamos,4
terminará,4
esternón,4
homófobos,4
guerrero,4
sopita,4
cuadernos,4
dificultades,4
perdonáis,4
envuelto,4
nudos,4
juzgan,4
olías,4
sugiere,4
sopitas,4
runrún,4
envejecer,4
seguirías,4
followers,4
pajilla,4
humillen,4
frutera,4
incompetente,4
marqués,4
another,4
desagradecida,4
atracando,4
desagradecido,4
apto,4
abrazó,4
indicarnos,4
componiendo,4
averígualo,4
cuele,4
cuelo,4
antelación,4
atropellaste,4
esperó,4
esperá,4
biológicas,4
rivalidad,4
never,4
defenderse,4
concebida,4
contrate,4
subconsciente,4
tabuenca,4
precedente,4
juzgue,4
preparación,4
secuestros,4
cuerpazo,4
dramatices,4
sebo,4
conocíais,4
sede,4
probé,4
clamidias,4
misógino,4
halaga,4
coincidir,4
llamaremos,4
indición,4
emperador,4
empezaría,4
preciosidad,4
ducharse,4
introducen,4
deseaba,4
canapés,4
traigáis,4
xequín,4
reactividad,4
bajada,4
aprobada,4
cojáis,4
alaikum,4
atómica,4
detonaciones,4
tosco,4
convertimos,4
retaguardia,4
azotes,4
enfrentar,4
hicierais,4
avanzad,4
ahmed,4
buscábamos,4
sellamos,4
inventaste,4
gritarle,4
infundadas,4
lloréis,4
armó,4
sospechará,4
chama,4
dúchate,4
marchaos,4
compartiendo,4
cocieron,4
estepona,4
tiraré,4
chavela,4
escondáis,4
patoso,4
retrasando,4
infusión,4
sorprenderá,4
atracadora,4
alcachofas,4
mantened,4
relajadito,4
sonotone,4
ignorar,4
enfade,4
juárez,4
corpus,4
óyeme,4
adicta,4
espejos,4
sermón,4
lector,4
aplaudir,4
asma,4
sigáis,4
cachondeíto,4
adorable,4
entretenga,4
acercaba,4
desactivar,4
abriré,4
frijolito,4
progresiva,4
joyero,4
agachar,4
asun,4
papaya,4
agresiones,4
carroza,4
competitivos,4
bajéis,4
bulto,4
manguera,4
boquerones,4
enganché,4
acercase,4
cloro,4
verdades,4
demencia,4
empeñaste,4
cercanos,4
encargando,4
caprichoso,4
informaciones,4
patochada,4
sobreviviera,4
ahogó,4
recetas,4
unen,4
indecente,4
xunta,4
sarampión,4
grite,4
encargamos,4
nicotina,4
tardaron,4
vacilar,4
asesinar,4
muestro,4
dineral,4
tropezón,4
froti,4
importara,4
lanzarte,4
avisaremos,4
seguirte,4
finalizada,4
retomar,4
patinar,4
modernizar,4
lazos,4
dividimos,4
chateaba,4
volaron,4
molestará,4
nancy,4
firmita,4
aparcada,4
lupe,4
autos,4
jodí,4
provocación,4
escuchara,4
restaurant,4
frígida,4
chapó,4
superinjusto,4
jugábamos,4
doraditos,4
tiréis,4
efusivo,4
jota,4
inventaron,4
riñón,4
tímida,4
sacarlas,4
tuviésemos,4
saludado,4
burlando,4
llevaras,4
polígono,4
sito,4
canso,4
chapando,4
saludaos,4
despistada,4
imelda,4
mejore,4
viajan,4
tomárselo,4
actualmente,4
chicharras,4
reían,4
decepcionada,4
puerca,4
tonteara,4
castigada,4
religiosas,4
desayunas,4
desprecias,4
cogían,4
pescadores,4
carca,4
imaginármelo,4
complicó,4
reproducción,4
advirtió,4
baipás,4
atente,4
colateral,4
neerlandés,4
insultes,4
moverán,4
provincia,4
phrasal,4
legítimo,4
tírale,4
cenicienta,4
cotiza,4
tentar,4
sellada,4
registró,4
vitorea,4
minada,4
respetarlo,4
volveríamos,4
narcisista,4
pertenecían,4
bahamas,4
peregrino,4
arreglarle,4
cagándose,4
calambres,4
tensos,4
google,4
resolviendo,4
revelación,4
perversa,4
sufres,4
disfrazar,4
eslabón,4
traducirlo,4
interesaba,4
enterrada,4
cuanta,4
deprimido,4
incomunicado,4
agorero,4
permisos,4
incomunicada,4
descargando,4
desordenado,4
flamenca,4
necesitaban,4
flamenco,4
monigote,4
oírlas,4
soldaditos,4
moverlo,4
conformarme,4
regresa,4
ordinario,4
cateo,4
regreso,4
drásticas,4
estila,4
guardiaciviles,4
girando,4
estimulación,4
necesariamente,4
derrumbado,4
perdonará,4
propiedades,4
cogeremos,4
palillos,4
encuéntrala,4
egipto,4
criarlo,4
canijo,4
posesivo,4
vestimos,4
follamigos,4
culos,4
poniéndonos,4
limpiamos,4
soltaron,4
comiéndose,4
moralmente,4
confían,4
berrote,4
aprenderás,4
imitan,4
conspiración,4
sustituir,4
beethoven,4
cafeína,4
compensaré,4
consiguiéramos,4
engañaron,4
calcular,4
comiéndome,4
monten,4
bastaría,4
cruzas,4
espiritual,4
líbano,4
cazador,4
elegida,4
casen,4
asumimos,4
enciendes,4
destrozan,4
destrozas,4
morreado,4
mural,4
cogéis,4
ávila,4
ojete,4
investigadores,4
permitas,4
pulgas,4
compartirte,4
caerán,4
escurridizo,4
rebelarte,4
atleti,4
acojonados,4
calmarte,4
selfie,4
rechacé,4
pasemos,4
pillín,4
irregular,4
pepitas,4
esclava,4
caería,4
redactado,4
diccionario,4
vulgar,4
mítines,4
negatividad,4
razonar,4
apoyando,4
adelantó,4
fábula,4
violaron,4
operativos,4
adoptarla,4
fresquita,4
salvajes,4
manipula,4
mejilla,4
centollos,4
traicionas,4
mantenerle,4
sentirlo,4
jugo,4
tecnologías,4
zanja,4
detallada,4
higiénico,4
echábamos,4
coincidido,4
enrolles,4
maravillosas,4
integral,4
arreglarás,4
cochino,4
juno,4
abrirlo,4
rocanrol,4
fija,4
compórtate,4
generadores,4
file,4
bobby,4
indicaciones,4
quitarla,4
cargándose,4
sonó,4
filo,4
heart,4
dándolo,4
conseguís,4
espinas,4
cohecho,4
atascado,4
atascada,4
logra,4
fúmate,4
simon,4
informarte,4
bulimia,4
logré,4
librarnos,4
tardaba,4
disfunción,4
patrona,4
amenacen,4
escribiría,4
electricidad,4
sufrirá,4
despida,4
desarrollo,4
arreglaría,4
arenisca,4
paquito,4
tejido,4
hartado,4
pagás,4
adivinas,4
cobayas,4
abeja,4
echarías,4
católica,4
entretienes,4
tardaremos,4
echarían,4
mostrado,4
apañaré,4
marineros,4
pulgón,4
tirarlas,4
averiguó,4
sílabas,4
explícaselo,4
leyendas,4
invitaste,4
atadas,4
octavo,4
destacamento,4
ambición,4
hunden,4
uganda,4
apágalo,4
sanitarios,4
comértelo,4
pelandrusca,4
mojarte,4
encantos,4
destruiste,4
hundió,4
river,4
comenzamos,4
empeñes,4
justificada,4
traumática,4
frescos,4
defiendas,4
secta,4
crepúsculo,4
dalís,4
chateabas,4
palestra,4
redimirse,4
rasgos,4
arruinó,4
trabajé,4
baratas,4
violaste,4
camellas,4
criamos,4
aprenderlo,4
bájeme,4
tantito,4
católico,4
comparamos,4
gretel,4
encauzado,4
becario,4
irracional,4
quíteme,3
poquitas,3
after,3
avaló,3
curaría,3
víbora,3
tratarnos,3
myriam,3
improvisado,3
chupando,3
loquito,3
loquita,3
siseo,3
piquete,3
motive,3
pestillos,3
arrepentirá,3
quítatelo,3
comprará,3
compraré,3
ó,3
gemma,3
forrados,3
remil,3
visitando,3
secuestramos,3
chilla,3
silíceas,3
quilombo,3
rostros,3
quítese,3
eliminaciones,3
recuperarse,3
jaques,3
conservarlo,3
avanza,3
suspéndeme,3
retomarlo,3
bífidus,3
torroja,3
acusará,3
palmó,3
faltarme,3
matices,3
licencias,3
desobedecido,3
fariña,3
permitírnoslo,3
cristian,3
zares,3
calimocho,3
aparatitos,3
sentándoos,3
creativo,3
derrapo,3
chucuchún,3
hicieses,3
discutáis,3
fetal,3
palurdo,3
chingón,3
delator,3
negarnos,3
habichuelas,3
saltarse,3
mordió,3
silvana,3
cambien,3
cógemelo,3
hemisferio,3
saldréis,3
abandonados,3
capitalismo,3
reunirse,3
nidito,3
reunirte,3
adaptado,3
fallecida,3
chinita,3
tramitar,3
morías,3
papelas,3
ferri,3
elijes,3
seguras,3
consistía,3
denigrante,3
recordáis,3
costaría,3
demostración,3
reventé,3
palmo,3
sacrifiques,3
confundirte,3
otorga,3
feroz,3
citando,3
cripta,3
disuasorio,3
bali,3
silenciado,3
intensito,3
distribución,3
aprovechaste,3
mali,3
desahogas,3
probarla,3
inspiro,3
perdérselo,3
pensártelo,3
star,3
bajó,3
manu,3
equilibrar,3
escoja,3
alcorcón,3
caquita,3
manguerazo,3
bata,3
bate,3
juntemos,3
pedidos,3
enigmática,3
secuestrando,3
accedió,3
pidieras,3
ególatra,3
soraya,3
basó,3
pronóstico,3
baza,3
palmando,3
ñapa,3
trataron,3
arreglé,3
improvisación,3
wikipedia,3
superdotada,3
entrevistarla,3
severo,3
tratarlo,3
mitología,3
tientes,3
cicatrizar,3
incomoda,3
filósofa,3
siseos,3
pantallita,3
campañas,3
entrevistarte,3
grupi,3
casquillos,3
cartones,3
crecen,3
endosaron,3
llámela,3
boina,3
museos,3
buscarías,3
deténgase,3
escapándose,3
enrollamos,3
díganmelo,3
tinte,3
prendo,3
prende,3
charcos,3
volátil,3
disfrazada,3
alabado,3
luchan,3
pedrada,3
convencerlo,3
transfusiones,3
foco,3
tebeo,3
instrumento,3
cenizo,3
quisieran,3
polonia,3
recreos,3
irresponsabilidad,3
cavernícola,3
metéis,3
arandelita,3
merecedor,3
preferiste,3
construyamos,3
follábamos,3
remate,3
crecerá,3
aj,3
ao,3
poesías,3
espaguetis,3
ba,3
disimules,3
dragic,3
tranquilizo,3
ford,3
ámbito,3
et,3
fosa,3
tanque,3
marchamos,3
dior,3
clavaría,3
estúpidas,3
reventaros,3
discutíamos,3
corroborar,3
talkie,3
pc,3
bancaria,3
po,3
frenada,3
recorrió,3
sólidas,3
poderosos,3
ocupadas,3
levantaron,3
choni,3
divorciada,3
neveras,3
sg,3
percusión,3
adoro,3
planchar,3
us,3
inmolarme,3
chocó,3
ostias,3
enamoramos,3
echaras,3
apoyes,3
marítimo,3
mostramos,3
sobrio,3
viajo,3
organizaron,3
vinieses,3
asustados,3
turismo,3
dedicaremos,3
pederastas,3
organizarlo,3
ahogar,3
readmitir,3
olvidarle,3
olvidarla,3
sobres,3
telefónico,3
oxidado,3
shanghái,3
viejecita,3
dolorosa,3
plantando,3
aburren,3
swinger,3
escobas,3
estiramientos,3
apañaremos,3
putica,3
escáner,3
cupones,3
hablarles,3
supéralo,3
shopper,3
lagrimita,3
suspendan,3
ganaría,3
ciudadano,3
ocultaste,3
suéltenme,3
